"","month","day","begin_time","visitor_id","session_id","is_active","index","end_time"
"1128","Apr","3","12:11:03","1773555","9115683",TRUE,1128,"12:12:34"
"1147","Apr","3","12:13:25","1773729","9115743",FALSE,1147,"12:13:25"
"1148","Apr","3","12:14:06","1773382","9115763",TRUE,1148,"12:17:17"
"1161","Apr","3","12:18:13","1773408","9115893",TRUE,1161,"12:18:42"
"1168","Apr","3","12:22:14","1773662","9116019",TRUE,1168,"12:23:56"
"1175","Apr","3","12:24:03","1773776","9116087",TRUE,1175,"12:24:56"
"1182","Apr","3","12:25:11","1773504","9116122",TRUE,1182,"12:25:50"
"1189","Apr","3","12:26:45","1773800","9116168",TRUE,1189,"12:27:17"
"1196","Apr","3","12:28:48","1773654","9116244",TRUE,1196,"12:30:07"
"1204","Apr","3","12:34:44","1773936","9116431",TRUE,1204,"12:36:05"
"1211","Apr","3","12:36:57","1773774","9116482",TRUE,1211,"12:37:20"
"1218","Apr","3","12:39:44","1773672","9116561",TRUE,1218,"12:43:22"
"1231","Apr","3","12:48:09","1773783","9116790",TRUE,1231,"12:49:06"
"1238","Apr","3","12:49:19","1773785","9116825",TRUE,1238,"12:50:17"
"1245","Apr","3","12:52:42","1773556","9116926",TRUE,1245,"12:55:35"
"1268","Apr","3","12:56:22","1774008","9117019",TRUE,1268,"12:56:43"
"1276","Apr","3","12:59:18","1773893","9117092",TRUE,1276,"12:59:39"
"1284","Apr","3","13:02:52","1772811","9117179",TRUE,1284,"13:03:17"
"1291","Apr","3","13:04:15","1774011","9117228",TRUE,1291,"13:04:56"
"1298","Apr","3","13:20:39","1773280","9117650",TRUE,1298,"13:21:11"
"1305","Apr","3","13:29:33","1773629","9117888",TRUE,1305,"13:38:20"
"1335","Apr","3","13:44:32","1774271","9118248",TRUE,1335,"13:46:07"
"1342","Apr","3","13:46:08","1774109","9118275",TRUE,1342,"13:49:07"
"1350","Apr","3","13:49:32","1774256","9118330",TRUE,1350,"13:49:45"
"1358","Apr","3","13:49:48","1774256","9118339",TRUE,1358,"13:53:53"
"1383","Apr","3","13:56:42","1774096","9118494",TRUE,1383,"13:59:18"
"1407","Apr","3","13:59:56","1774080","9118577",TRUE,1407,"14:00:29"
"1415","Apr","3","14:01:15","1774282","9118616",TRUE,1415,"14:03:21"
"1422","Apr","3","14:04:37","1774341","9118699",TRUE,1422,"14:06:58"
"1429","Apr","3","14:07:20","1774304","9118759",TRUE,1429,"14:08:57"
"1436","Apr","3","14:09:42","1774322","9118816",TRUE,1436,"14:19:54"
"1465","Apr","3","14:19:59","1774388","9119066",TRUE,1465,"14:22:27"
"1476","Apr","3","14:27:17","1774200","9119230",TRUE,1476,"14:27:43"
"1484","Apr","3","14:31:23","1774459","9119315",TRUE,1484,"14:32:20"
"1492","Apr","3","14:32:51","1772945","9119355",TRUE,1492,"14:33:56"
"1500","Apr","3","14:35:34","1774299","9119411",TRUE,1500,"14:37:09"
"1507","Apr","3","14:39:55","1774228","9119515",TRUE,1507,"14:43:19"
"1529","Apr","3","14:43:50","1774447","9119601",TRUE,1529,"14:44:16"
"1537","Apr","3","14:44:50","1774515","9119622",TRUE,1537,"14:45:42"
"1544","Apr","3","14:47:02","1774396","9119683",TRUE,1544,"14:47:17"
"1551","Apr","3","14:51:23","1774502","9119808",TRUE,1551,"14:52:02"
"1558","Apr","3","14:52:24","1774576","9119837",TRUE,1558,"14:52:51"
"1565","Apr","3","14:54:01","1774497","9119863",TRUE,1565,"14:57:18"
"1572","Apr","3","15:02:27","1774520","9120021",TRUE,1572,"15:04:03"
"1579","Apr","3","15:04:17","1774449","9120062",TRUE,1579,"15:05:02"
"1586","Apr","3","15:08:07","1774235","9120154",TRUE,1586,"15:10:54"
"1610","Apr","3","15:11:06","1774050","9120219",TRUE,1610,"15:15:33"
"1633","Apr","3","15:19:28","1774720","9120440",TRUE,1633,"15:20:02"
"1640","Apr","3","15:23:24","1774298","9120560",TRUE,1640,"15:23:34"
"1648","Apr","3","15:27:48","1774607","9120685",TRUE,1648,"15:29:36"
"1670","Apr","3","15:33:26","1774768","9120842",TRUE,1670,"15:34:15"
"1677","Apr","3","15:35:27","1774728","9120897",TRUE,1677,"15:35:46"
"1684","Apr","3","15:35:56","1774825","9120912",TRUE,1684,"15:36:27"
"1691","Apr","3","15:37:36","1774487","9120952",TRUE,1691,"15:37:49"
"1698","Apr","3","15:42:24","1773573","9121069",TRUE,1698,"15:44:04"
"1705","Apr","3","15:44:56","1774656","9121123",TRUE,1705,"15:45:20"
"1712","Apr","3","15:45:50","1774540","9121145",TRUE,1712,"15:47:32"
"1719","Apr","3","15:48:32","1774614","9121214",TRUE,1719,"15:48:46"
"1726","Apr","3","15:49:37","1774878","9121236",TRUE,1726,"16:03:15"
"1749","Apr","3","16:05:55","1774926","9121629",TRUE,1749,"16:08:39"
"1756","Apr","3","16:10:00","1774745","9121726",TRUE,1756,"16:12:48"
"1777","Apr","3","16:16:25","1774873","9121859",TRUE,1777,"16:16:59"
"1784","Apr","3","16:17:11","1774871","9121878",TRUE,1784,"16:17:25"
"1791","Apr","3","16:17:28","1774871","9121887",TRUE,1791,"16:17:48"
"1798","Apr","3","16:22:31","1773836","9122001",TRUE,1798,"16:23:08"
"1805","Apr","3","16:26:24","1774836","9122082",TRUE,1805,"16:28:38"
"1812","Apr","3","16:36:41","1773836","9122326",TRUE,1812,"16:38:31"
"1819","Apr","3","16:56:29","1774289","9122667",TRUE,1819,"16:58:22"
"1829","Apr","3","17:08:52","1774694","9122889",TRUE,1829,"17:09:33"
"1837","Apr","3","17:12:29","1775165","9122964",TRUE,1837,"17:12:46"
"1844","Apr","3","17:52:57","1774805","9123286",TRUE,1844,"17:55:29"
"1891","Apr","4","09:21:51","1775212","9123351",TRUE,1891,"09:22:05"
"1899","Apr","4","09:56:18","1775376","9123674",TRUE,1899,"09:57:13"
"1906","Apr","4","09:58:52","1775314","9123710",TRUE,1906,"10:00:09"
"1914","Apr","4","10:00:23","1775405","9123741",TRUE,1914,"10:01:29"
"1921","Apr","4","10:05:15","1775339","9123848",TRUE,1921,"10:06:23"
"1928","Apr","4","10:06:24","1775339","9123875",TRUE,1928,"10:07:05"
"1935","Apr","4","10:07:11","1775298","9123899",TRUE,1935,"10:10:51"
"1946","Apr","4","10:17:24","1775438","9124149",TRUE,1946,"10:18:01"
"1953","Apr","4","10:26:46","1775538","9124425",TRUE,1953,"10:29:11"
"1960","Apr","4","10:33:34","1775546","9124634",TRUE,1960,"10:35:29"
"1967","Apr","4","10:36:28","1775367","9124717",TRUE,1967,"10:38:18"
"1991","Apr","4","10:38:55","1775346","9124808",TRUE,1991,"10:39:27"
"1998","Apr","4","10:42:14","1775553","9124910",TRUE,1998,"10:43:20"
"2005","Apr","4","10:46:30","1775583","9125070",TRUE,2005,"10:49:22"
"2018","Apr","4","10:50:13","1775206","9125182",TRUE,2018,"10:50:55"
"2025","Apr","4","10:51:56","1775604","9125222",TRUE,2025,"10:52:24"
"2033","Apr","4","10:52:28","1775758","9125231",TRUE,2033,"10:53:16"
"2040","Apr","4","10:54:28","1775596","9125291",TRUE,2040,"10:56:35"
"2062","Apr","4","10:56:54","1775591","9125380",TRUE,2062,"11:00:39"
"2069","Apr","4","11:01:11","1775551","9125525",TRUE,2069,"11:03:37"
"2079","Apr","4","11:04:33","1775377","9125638",TRUE,2079,"11:07:34"
"2102","Apr","4","11:09:18","1775419","9125797",TRUE,2102,"11:14:30"
"2126","Apr","4","11:15:56","1775820","9125989",TRUE,2126,"11:16:31"
"2134","Apr","4","11:20:39","1775429","9126172",TRUE,2134,"11:21:47"
"2141","Apr","4","11:22:04","1775926","9126223",TRUE,2141,"11:23:50"
"2148","Apr","4","11:23:50","1775913","9126296",TRUE,2148,"11:24:55"
"2155","Apr","4","11:24:56","1775388","9126351",TRUE,2155,"11:28:14"
"2182","Apr","4","11:28:41","1775307","9126499",TRUE,2182,"11:29:15"
"2189","Apr","4","11:29:50","1775500","9126540",TRUE,2189,"11:31:01"
"2196","Apr","4","11:31:09","1775305","9126584",TRUE,2196,"11:32:19"
"2203","Apr","4","11:33:22","1775308","9126667",TRUE,2203,"11:34:13"
"2210","Apr","4","11:36:40","1775854","9126787",TRUE,2210,"11:37:24"
"2218","Apr","4","11:37:46","1776184","9126832",TRUE,2218,"11:38:27"
"2225","Apr","4","11:39:01","1775837","9126878",TRUE,2225,"11:40:44"
"2233","Apr","4","11:42:11","1776208","9126991",TRUE,2233,"11:46:03"
"2257","Apr","4","11:46:10","1776208","9127153",TRUE,2257,"11:49:00"
"2271","Apr","4","11:50:05","1776285","9127308",TRUE,2271,"11:50:27"
"2278","Apr","4","11:50:30","1776189","9127323",TRUE,2278,"11:52:21"
"2285","Apr","4","11:52:28","1775265","9127394",TRUE,2285,"11:53:47"
"2292","Apr","4","11:54:56","1776127","9127473",TRUE,2292,"11:56:13"
"2299","Apr","4","11:56:24","1776127","9127527",TRUE,2299,"12:05:44"
"2335","Apr","4","12:06:49","1776317","9127914",TRUE,2335,"12:09:15"
"2359","Apr","4","12:10:20","1776117","9128046",TRUE,2359,"12:11:40"
"2372","Apr","4","12:12:29","1776396","9128133",TRUE,2372,"12:15:31"
"2377","Apr","4","12:16:22","1776282","9128286",TRUE,2377,"12:16:56"
"2384","Apr","4","12:17:52","1775565","9128337",TRUE,2384,"12:19:09"
"2391","Apr","4","12:19:18","1775652","9128389",TRUE,2391,"12:21:55"
"2410","Apr","4","12:24:43","1776245","9128557",TRUE,2410,"12:25:47"
"2418","Apr","4","12:27:24","1776423","9128652",TRUE,2418,"12:29:37"
"2440","Apr","4","12:30:39","1775324","9128772",TRUE,2440,"12:38:15"
"2466","Apr","4","12:38:26","1776519","9129016",TRUE,2466,"12:39:44"
"2491","Apr","4","12:39:57","1776197","9129070",TRUE,2491,"12:40:30"
"2498","Apr","4","12:40:32","1776152","9129084",TRUE,2498,"12:40:56"
"2505","Apr","4","12:44:27","1776353","9129205",TRUE,2505,"12:48:03"
"2529","Apr","4","12:48:35","1776495","9129338",TRUE,2529,"12:50:58"
"2539","Apr","4","12:51:12","1775775","9129416",TRUE,2539,"12:51:53"
"2546","Apr","4","12:51:56","1776522","9129436",TRUE,2546,"12:52:28"
"2553","Apr","4","12:53:14","1776514","9129471",TRUE,2553,"12:53:41"
"2561","Apr","4","12:56:15","1776548","9129550",TRUE,2561,"12:59:02"
"2586","Apr","4","13:00:24","1776357","9129673",TRUE,2586,"13:02:54"
"2593","Apr","4","13:03:13","1776311","9129768",TRUE,2593,"13:03:48"
"2601","Apr","4","13:04:43","1776677","9129817",TRUE,2601,"13:06:22"
"2608","Apr","4","13:07:43","1776699","9129949",TRUE,2608,"13:08:35"
"2615","Apr","4","13:09:24","1776091","9130005",TRUE,2615,"13:09:58"
"2622","Apr","4","13:10:03","1776078","9130020",TRUE,2622,"13:10:43"
"2629","Apr","4","13:10:44","1776076","9130045",TRUE,2629,"13:10:58"
"2636","Apr","4","13:11:13","1775308","9130070",TRUE,2636,"13:12:51"
"2643","Apr","4","13:15:22","1775308","9130202",TRUE,2643,"13:15:47"
"2651","Apr","4","13:15:49","1775981","9130220",TRUE,2651,"13:16:46"
"2658","Apr","4","13:17:02","1776794","9130257",TRUE,2658,"13:19:35"
"2682","Apr","4","13:23:59","1775992","9130504",TRUE,2682,"13:24:15"
"2690","Apr","4","13:24:27","1776686","9130520",TRUE,2690,"13:25:32"
"2697","Apr","4","13:26:25","1776351","9130574",TRUE,2697,"13:28:29"
"2702","Apr","4","13:29:02","1776782","9130651",TRUE,2702,"13:32:16"
"2724","Apr","4","13:37:57","1776625","9130923",TRUE,2724,"13:40:12"
"2731","Apr","4","13:43:49","1776728","9131111",TRUE,2731,"13:46:46"
"2755","Apr","4","13:48:00","1776924","9131277",TRUE,2755,"13:48:51"
"2762","Apr","4","13:51:13","1776205","9131395",TRUE,2762,"13:51:52"
"2769","Apr","4","13:52:13","1776612","9131434",TRUE,2769,"13:53:06"
"2776","Apr","4","13:53:21","1776098","9131473",TRUE,2776,"13:56:40"
"2800","Apr","4","13:56:59","1776944","9131611",TRUE,2800,"13:59:06"
"2807","Apr","4","13:59:08","1776950","9131706",TRUE,2807,"14:00:42"
"2832","Apr","4","14:00:47","1776977","9131773",TRUE,2832,"14:02:37"
"2842","Apr","4","14:02:40","1776870","9131842",TRUE,2842,"14:03:44"
"2864","Apr","4","14:03:47","1776870","9131896",TRUE,2864,"14:04:13"
"2871","Apr","4","14:04:14","1777076","9131909",TRUE,2871,"14:04:38"
"2878","Apr","4","14:05:54","1777090","9131976",TRUE,2878,"14:08:17"
"2901","Apr","4","14:08:31","1777092","9132078",TRUE,2901,"14:09:38"
"2908","Apr","4","14:09:56","1776914","9132132",TRUE,2908,"14:12:31"
"2930","Apr","4","14:13:05","1777023","9132251",TRUE,2930,"14:15:47"
"2943","Apr","4","14:19:04","1776084","9132483",TRUE,2943,"14:19:18"
"2950","Apr","4","14:22:00","1777029","9132611",TRUE,2950,"14:23:17"
"2957","Apr","4","14:23:24","1777150","9132660",TRUE,2957,"14:26:58"
"2965","Apr","4","14:27:15","1777205","9132782",TRUE,2965,"14:28:35"
"2972","Apr","4","14:30:42","1775406","9132911",TRUE,2972,"14:32:02"
"2979","Apr","4","14:34:17","1776826","9133050",TRUE,2979,"14:35:11"
"2986","Apr","4","14:35:47","1777177","9133107",TRUE,2986,"14:36:42"
"2993","Apr","4","14:37:35","1777176","9133167",FALSE,2993,"14:37:35"
"2994","Apr","4","14:37:49","1777176","9133177",FALSE,2994,"14:37:49"
"2995","Apr","4","14:37:53","1777176","9133180",TRUE,2995,"14:38:34"
"3002","Apr","4","14:38:47","1776868","9133222",TRUE,3002,"14:41:20"
"3026","Apr","4","14:42:10","1777328","9133349",FALSE,3026,"14:42:10"
"3027","Apr","4","14:45:53","1777236","9133471",TRUE,3027,"14:46:49"
"3035","Apr","4","14:47:17","1777395","9133525",TRUE,3035,"14:48:00"
"3042","Apr","4","14:48:16","1777153","9133558",TRUE,3042,"14:51:12"
"3065","Apr","4","14:53:24","1777096","9133756",TRUE,3065,"14:54:27"
"3073","Apr","4","14:55:02","1777445","9133811",TRUE,3073,"14:55:39"
"3080","Apr","4","14:55:40","1777408","9133835",TRUE,3080,"14:56:07"
"3087","Apr","4","14:57:02","1776116","9133882",TRUE,3087,"14:58:22"
"3094","Apr","4","14:58:42","1777019","9133939",TRUE,3094,"14:59:30"
"3101","Apr","4","15:01:23","1775676","9134025",TRUE,3101,"15:02:26"
"3108","Apr","4","15:03:02","1777373","9134078",TRUE,3108,"15:03:23"
"3115","Apr","4","15:06:53","1777410","9134226",TRUE,3115,"15:07:55"
"3122","Apr","4","15:08:47","1776999","9134296",TRUE,3122,"15:09:46"
"3129","Apr","4","15:10:30","1777446","9134354",TRUE,3129,"15:12:15"
"3136","Apr","4","15:13:56","1777245","9134479",TRUE,3136,"15:14:35"
"3143","Apr","4","15:14:40","1777245","9134507",TRUE,3143,"15:16:58"
"3167","Apr","4","15:19:36","1775386","9134663",TRUE,3167,"15:22:33"
"3173","Apr","4","15:22:46","1777046","9134788",TRUE,3173,"15:23:38"
"3180","Apr","4","15:24:03","1777451","9134839",TRUE,3180,"15:26:23"
"3187","Apr","4","15:26:26","1777214","9134921",TRUE,3187,"15:28:06"
"3194","Apr","4","15:28:20","1776025","9134978",TRUE,3194,"15:29:12"
"3201","Apr","4","15:29:16","1776751","9135024",TRUE,3201,"15:29:45"
"3208","Apr","4","15:33:16","1777417","9135178",TRUE,3208,"15:35:24"
"3230","Apr","4","15:35:44","1777471","9135257",TRUE,3230,"15:38:53"
"3240","Apr","4","15:38:54","1777418","9135385",TRUE,3240,"15:39:47"
"3247","Apr","4","15:39:59","1775825","9135412",TRUE,3247,"15:40:26"
"3254","Apr","4","15:43:42","1777161","9135561",TRUE,3254,"15:46:02"
"3262","Apr","4","15:46:21","1777592","9135652",TRUE,3262,"15:46:55"
"3270","Apr","4","15:46:59","1777592","9135681",TRUE,3270,"15:48:21"
"3277","Apr","4","15:48:26","1777492","9135727",TRUE,3277,"15:51:48"
"3298","Apr","4","15:54:39","1777562","9135944",TRUE,3298,"15:58:17"
"3303","Apr","4","15:58:25","1777629","9136088",TRUE,3303,"15:59:07"
"3310","Apr","4","16:00:06","1777265","9136147",TRUE,3310,"16:00:13"
"3317","Apr","4","16:01:05","1777233","9136181",TRUE,3317,"16:02:22"
"3324","Apr","4","16:02:33","1777271","9136238",TRUE,3324,"16:02:52"
"3331","Apr","4","16:04:14","1777557","9136287",TRUE,3331,"16:06:18"
"3356","Apr","4","16:06:27","1777541","9136359",TRUE,3356,"16:07:57"
"3369","Apr","4","16:08:46","1777761","9136425",TRUE,3369,"16:10:12"
"3376","Apr","4","16:10:54","1777209","9136481",TRUE,3376,"16:11:41"
"3383","Apr","4","16:14:17","1777477","9136593",TRUE,3383,"16:16:34"
"3390","Apr","4","16:23:59","1777862","9136865",TRUE,3390,"16:27:02"
"3414","Apr","4","16:29:06","1777843","9137029",TRUE,3414,"16:31:04"
"3421","Apr","4","16:31:29","1777902","9137111",TRUE,3421,"16:31:49"
"3428","Apr","4","16:32:45","1777916","9137155",TRUE,3428,"16:33:58"
"3435","Apr","4","16:35:45","1777892","9137276",TRUE,3435,"16:39:06"
"3447","Apr","4","16:43:47","1777949","9137533",TRUE,3447,"16:44:28"
"3454","Apr","4","16:50:56","1777521","9137787",TRUE,3454,"16:53:36"
"3467","Apr","4","16:53:41","1777952","9137908",TRUE,3467,"16:54:50"
"3474","Apr","4","16:54:53","1777985","9137965",TRUE,3474,"16:56:40"
"3481","Apr","4","16:56:52","1777693","9138035",TRUE,3481,"16:58:50"
"3488","Apr","4","16:58:54","1777690","9138097",TRUE,3488,"17:05:59"
"3516","Apr","4","17:07:25","1778042","9138329",TRUE,3516,"17:09:52"
"3523","Apr","4","17:15:14","1777937","9138550",TRUE,3523,"17:17:11"
"3530","Apr","4","17:17:53","1777571","9138620",TRUE,3530,"17:20:32"
"3543","Apr","4","17:20:46","1777520","9138678",TRUE,3543,"17:23:33"
"3564","Apr","4","17:27:52","1777448","9138853",TRUE,3564,"17:29:39"
"3571","Apr","4","17:33:07","1778061","9138967",TRUE,3571,"17:34:48"
"3584","Apr","4","17:34:50","1778061","9138991",TRUE,3584,"17:36:20"
"3592","Apr","4","17:36:28","1778132","9139029",TRUE,3592,"17:36:54"
"3599","Apr","4","17:39:10","1778112","9139077",TRUE,3599,"17:44:24"
"3622","Apr","4","17:45:08","1778110","9139174",TRUE,3622,"17:46:42"
"3629","Apr","4","17:48:06","1777971","9139221",TRUE,3629,"17:49:43"
"3637","Apr","4","17:57:16","1778087","9139289",TRUE,3637,"18:00:03"
"3701","Apr","5","09:28:13","1778277","9139444",TRUE,3701,"09:29:09"
"3708","Apr","5","10:29:07","1778571","9139949",TRUE,3708,"10:30:44"
"3715","Apr","5","10:31:34","1778561","9139994",TRUE,3715,"10:35:32"
"3728","Apr","5","10:35:37","1778277","9140073",TRUE,3728,"10:36:50"
"3738","Apr","5","10:49:07","1778611","9140385",TRUE,3738,"10:51:10"
"3758","Apr","5","10:53:58","1778764","9140508",TRUE,3758,"10:54:45"
"3765","Apr","5","10:56:10","1778768","9140567",TRUE,3765,"10:56:39"
"3772","Apr","5","10:57:55","1778570","9140616",TRUE,3772,"11:02:05"
"3795","Apr","5","11:09:42","1778892","9140985",TRUE,3795,"11:11:16"
"3802","Apr","5","11:12:41","1778862","9141074",TRUE,3802,"11:13:30"
"3809","Apr","5","11:20:28","1778841","9141298",TRUE,3809,"11:20:58"
"3816","Apr","5","11:21:32","1778748","9141325",TRUE,3816,"11:22:06"
"3823","Apr","5","11:22:45","1778889","9141360",TRUE,3823,"11:22:56"
"3830","Apr","5","11:23:11","1778798","9141380",TRUE,3830,"11:25:48"
"3843","Apr","5","11:26:33","1778883","9141498",TRUE,3843,"11:26:56"
"3850","Apr","5","11:31:47","1778813","9141654",TRUE,3850,"11:33:49"
"3857","Apr","5","11:36:20","1779012","9141800",TRUE,3857,"11:37:10"
"3864","Apr","5","11:37:21","1778866","9141848",TRUE,3864,"11:37:58"
"3871","Apr","5","11:37:59","1778866","9141869",TRUE,3871,"11:42:33"
"3892","Apr","5","11:43:44","1778842","9142015",TRUE,3892,"11:44:39"
"3899","Apr","5","11:46:26","1778835","9142087",TRUE,3899,"11:46:43"
"3906","Apr","5","11:46:47","1778856","9142092",TRUE,3906,"11:46:56"
"3913","Apr","5","11:46:59","1778856","9142098",TRUE,3913,"11:47:55"
"3920","Apr","5","11:52:16","1778803","9142267",TRUE,3920,"11:54:18"
"3927","Apr","5","11:55:41","1778983","9142373",TRUE,3927,"11:57:41"
"3934","Apr","5","12:00:55","1778862","9142546",TRUE,3934,"12:01:29"
"3941","Apr","5","12:07:38","1778865","9142774",TRUE,3941,"12:09:46"
